Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,f_a_age_group,f_a_admission_band,f_a_prev_qual_band,f_a_financial_risk,f_a_parental_edu_level,f_a_is_mature_student,f_a_first_choice,f_a_attended_daytime,f_a_prior_higher_edu,f_a_domestic_student,admission_grade_band,age_group,financial_risk,f_b_sem1_pass_rate,f_b_sem2_pass_rate,f_b_sem1_evaluation_rate,f_b_sem2_evaluation_rate,f_b_academic_progress,f_b_academic_performance_score,f_b_sem1_engagement,f_b_sem2_engagement,f_b_no_evaluation_flag,f_b_credited_ratio,f_b_grade_improvement,f_b_total_units_approved,f_b_total_units_enrolled,semester_1_pass_rate,semester_2_pass_rate,semester_1_evaluation_rate,semester_2_evaluation_rate,academic_progress,academic_performance_score,attendance_mode,early_admission_risk,current_academic_risk
1,1,1,9070,1,1,126.0,1,1,19,4,0,120.1,0,1,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate,20-24,Q2,Q2,LOW,10.0,1,1,1,0,1,Q2,20-24,LOW,1.0,1.0,1.0,1.0,1.0,12.916666666666666,1.0,1.0,0,0.0,-0.5,12,12,1.0,1.0,1.0,1.0,1.0,12.916666666666666,Daytime,MEDIUM,LOW
1,1,2,9254,1,1,120.0,1,19,19,9,9,116.5,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,Graduate,15-19,Q1,Q1,LOW,19.0,0,0,1,0,1,Q1,15-19,LOW,0.8333333333333334,0.8333333333333334,1.5,1.3333333333333333,0.8333333333333334,12.1,1.5,1.3333333333333333,0,0.0,-2.1999999999999993,10,12,0.8333333333333334,0.8333333333333334,1.5,1.3333333333333333,0.8333333333333334,12.1,Daytime,HIGH,MEDIUM
1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled,20-24,Q2,Q1,MEDIUM,3.0,1,1,1,0,1,Q2,20-24,MEDIUM,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.1666666666666667,0.75,12.377777777777778,1.1666666666666667,1.1666666666666667,0,0.0,0.40000000000000036,9,12,0.8333333333333334,0.6666666666666666,1.1666666666666667,1.1666666666666667,0.75,12.377777777777778,Daytime,HIGH,MEDIUM
1,1,1,9853,1,1,153.0,1,1,19,9,4,139.7,1,0,0,1,0,1,19,0,0,7,7,7,13.428571428571429,0,0,7,7,7,14.857142857142858,0,11.1,0.6,2.02,Graduate,15-19,Q4,Q4,LOW,10.0,0,1,1,0,1,Q4,15-19,LOW,1.0,1.0,1.0,1.0,1.0,14.142857142857142,1.0,1.0,0,0.0,1.4285714285714288,14,14,1.0,1.0,1.0,1.0,1.0,14.142857142857142,Daytime,LOW,LOW
1,1,2,9070,1,1,124.0,1,19,1,9,3,123.7,1,0,0,1,0,1,18,0,1,6,8,6,12.714285714285714,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate,15-19,Q2,Q1,LOW,10.0,0,0,1,0,1,Q2,15-19,LOW,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,12.669642857142856,1.3333333333333333,1.3333333333333333,0,0.08333333333333333,-0.08928571428571352,12,12,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,12.669642857142856,Daytime,MEDIUM,LOW
1,17,2,9130,1,1,127.0,1,3,1,2,1,116.5,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,15-19,Q1,Q2,MEDIUM,2.0,0,0,1,0,1,Q1,15-19,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,HIGH,HIGH
1,17,1,9670,1,1,126.0,1,12,38,9,5,122.2,0,0,0,1,0,1,19,0,0,6,6,6,13.666666666666666,0,0,6,9,6,13.666666666666666,0,8.9,1.4,3.51,Graduate,15-19,Q2,Q2,LOW,25.0,0,1,1,0,1,Q2,15-19,LOW,1.0,1.0,1.0,1.5,1.0,13.666666666666666,1.0,1.5,0,0.0,0.0,12,12,1.0,1.0,1.0,1.5,1.0,13.666666666666666,Daytime,MEDIUM,LOW
1,1,1,9773,1,1,133.1,1,38,19,132,103,146.0,0,0,1,1,0,0,20,0,0,6,6,5,11.0,0,0,6,6,6,13.166666666666666,0,16.2,0.3,-0.92,Graduate,20-24,Q4,Q2,HIGH,28.5,1,1,1,0,1,Q4,20-24,HIGH,0.8333333333333334,1.0,1.0,1.0,0.9166666666666666,12.181818181818182,1.0,1.0,0,0.0,2.166666666666666,11,12,0.8333333333333334,1.0,1.0,1.0,0.9166666666666666,12.181818181818182,Daytime,LOW,MEDIUM
1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,Enrolled,15-19,Q1,Q1,MEDIUM,1.0,0,0,1,0,1,Q1,15-19,MEDIUM,0.7142857142857143,0.8571428571428571,1.5714285714285714,1.2857142857142858,0.7857142857142857,12.454545454545455,1.5714285714285714,1.2857142857142858,0,0.0,1.9333333333333336,11,14,0.7142857142857143,0.8571428571428571,1.5714285714285714,1.2857142857142858,0.7857142857142857,12.454545454545455,Daytime,HIGH,MEDIUM
1,43,1,171,1,1,133.0,1,19,19,5,7,133.0,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,15-19,Q3,Q2,MEDIUM,19.0,0,1,1,0,1,Q3,15-19,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,LOW,HIGH
1,17,1,9130,1,1,130.0,1,1,1,4,5,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate,15-19,Q2,Q2,MEDIUM,1.0,0,1,1,0,1,Q2,15-19,MEDIUM,0.8,1.0,1.4,1.2,0.9,12.0,1.4,1.2,0,0.0,0.0,9,10,0.8,1.0,1.4,1.2,0.9,12.0,Daytime,MEDIUM,MEDIUM
1,17,3,9773,1,1,127.0,1,19,19,5,8,120.0,0,0,0,1,0,0,18,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,15-19,Q2,Q2,MEDIUM,19.0,0,0,1,0,1,Q2,15-19,MEDIUM,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,12,0.0,0.0,1.0,0.0,0.0,0.0,Daytime,HIGH,HIGH
1,17,3,9238,1,1,143.0,1,37,38,0,7,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate,15-19,Q3,Q4,MEDIUM,37.5,0,0,1,0,1,Q3,15-19,MEDIUM,0.8333333333333334,1.0,2.3333333333333335,1.0,0.9166666666666666,11.363636363636363,2.3333333333333335,1.0,0,0.0,0.6666666666666661,11,12,0.8333333333333334,1.0,2.3333333333333335,1.0,0.9166666666666666,11.363636363636363,Daytime,MEDIUM,MEDIUM
1,18,4,9773,1,1,130.0,1,19,19,4,4,121.3,1,0,0,1,0,0,20,0,0,6,12,5,12.0,0,0,6,8,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout,20-24,Q2,Q2,MEDIUM,19.0,1,0,1,0,1,Q2,20-24,MEDIUM,0.8333333333333334,1.0,2.0,1.3333333333333333,0.9166666666666666,11.766233766233768,2.0,1.3333333333333333,0,0.0,-0.4285714285714288,11,12,0.8333333333333334,1.0,2.0,1.3333333333333333,0.9166666666666666,11.766233766233768,Daytime,MEDIUM,MEDIUM
1,17,3,9500,1,1,136.0,1,19,1,9,9,129.0,1,0,0,1,0,1,19,0,0,7,7,7,13.308571428571428,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate,15-19,Q3,Q3,LOW,10.0,0,0,1,0,1,Q3,15-19,LOW,1.0,1.0,1.0,1.25,1.0,12.904,1.0,1.25,0,0.0,-0.7585714285714271,15,15,1.0,1.0,1.0,1.25,1.0,12.904,Daytime,MEDIUM,LOW
1,1,1,9853,1,1,125.0,1,37,37,9,9,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.666666666666666,0,0,6,7,3,10.666666666666666,0,15.5,2.8,-4.06,Dropout,20-24,Q1,Q1,HIGH,37.0,1,1,1,0,1,Q1,20-24,HIGH,0.5,0.5,1.3333333333333333,1.1666666666666667,0.5,12.166666666666666,1.3333333333333333,1.1666666666666667,0,0.0,-3.0,6,12,0.5,0.5,1.3333333333333333,1.1666666666666667,0.5,12.166666666666666,Daytime,HIGH,HIGH
1,17,1,9670,1,3,110.0,1,12,3,5,8,106.5,1,0,1,0,0,0,20,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,20-24,Q1,Q1,HIGH,7.5,1,1,1,1,1,Q1,20-24,HIGH,0.0,0.0,1.0,1.5,0.0,0.0,1.0,1.5,0,0.0,0.0,0,12,0.0,0.0,1.0,1.5,0.0,0.0,Daytime,HIGH,HIGH
1,1,1,9254,1,1,130.0,1,37,38,9,9,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate,15-19,Q3,Q2,MEDIUM,37.5,0,1,1,0,1,Q3,15-19,MEDIUM,0.8333333333333334,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.75,11.777777777777779,1.6666666666666667,1.3333333333333333,0,0.0,-0.9499999999999993,9,12,0.8333333333333334,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.75,11.777777777777779,Daytime,LOW,MEDIUM
1,1,1,9773,1,1,135.0,1,1,4,5,3,124.9,0,0,0,1,0,1,20,0,0,6,7,6,12.666666666666666,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,20-24,Q2,Q3,LOW,2.5,1,1,1,0,1,Q2,20-24,LOW,1.0,1.0,1.1666666666666667,1.0,1.0,12.75,1.1666666666666667,1.0,0,0.0,0.16666666666666785,12,12,1.0,1.0,1.1666666666666667,1.0,1.0,12.75,Daytime,MEDIUM,LOW
1,1,2,9500,1,1,133.0,1,19,37,1,9,128.5,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate,15-19,Q3,Q2,LOW,28.0,0,0,1,0,1,Q3,15-19,LOW,1.0,1.0,1.0,1.0,1.0,14.07125,1.0,1.0,0,0.0,0.0,16,16,1.0,1.0,1.0,1.0,1.0,14.07125,Daytime,MEDIUM,LOW
1,1,1,9085,1,6,122.0,1,19,19,9,9,126.2,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout,20-24,Q3,Q1,MEDIUM,19.0,1,1,1,1,1,Q3,20-24,MEDIUM,0.8,1.0,2.8,1.8,0.9,13.666666666666666,2.8,1.8,1,0.0,-1.0500000000000007,9,10,0.8,1.0,2.8,1.8,0.9,13.666666666666666,Daytime,MEDIUM,MEDIUM
1,17,1,9130,1,1,122.0,1,19,19,9,9,121.7,1,0,0,0,0,0,22,0,0,6,0,0,0.0,0,0,2,2,0,0.0,2,9.4,-0.8,-3.12,Dropout,20-24,Q2,Q1,HIGH,19.0,1,1,1,0,1,Q2,20-24,HIGH,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0,8,0.0,0.0,0.0,1.0,0.0,0.0,Daytime,MEDIUM,HIGH
1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled,15-19,Q2,Q1,MEDIUM,38.0,0,0,1,0,1,Q2,15-19,MEDIUM,0.5,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.5833333333333334,11.0,1.6666666666666667,1.3333333333333333,0,0.0,-1.75,7,12,0.5,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.5833333333333334,11.0,Daytime,HIGH,HIGH
1,43,1,9147,1,1,123.0,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,Enrolled,20-24,Q1,Q1,MEDIUM,11.0,1,1,1,0,1,Q1,20-24,MEDIUM,0.6,0.7,1.8,1.6,0.65,10.846153846153847,1.8,1.6,0,0.35,-0.5952380952380949,13,20,0.6,0.7,1.8,1.6,0.65,10.846153846153847,Daytime,HIGH,HIGH
1,1,1,9238,1,1,128.0,1,19,19,0,5,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate,15-19,Q2,Q2,MEDIUM,19.0,0,1,1,0,1,Q2,15-19,MEDIUM,0.3333333333333333,0.8333333333333334,2.0,1.3333333333333333,0.5833333333333334,12.0,2.0,1.3333333333333333,0,0.0,-1.4000000000000004,7,12,0.3333333333333333,0.8333333333333334,2.0,1.3333333333333333,0.5833333333333334,12.0,Daytime,MEDIUM,HIGH
1,1,4,171,1,1,139.0,1,37,38,9,9,127.8,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,15-19,Q3,Q3,MEDIUM,37.5,0,0,1,0,1,Q3,15-19,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,MEDIUM,HIGH
1,1,2,9500,1,1,124.0,1,34,34,0,0,123.3,1,0,0,1,0,1,20,0,0,8,8,7,14.901428571428571,1,0,8,8,7,14.901428571428571,1,9.4,-0.8,-3.12,Dropout,20-24,Q2,Q1,LOW,34.0,1,0,1,0,1,Q2,20-24,LOW,0.875,0.875,1.0,1.0,0.875,14.901428571428571,1.0,1.0,1,0.0,0.0,14,16,0.875,0.875,1.0,1.0,0.875,14.901428571428571,Daytime,MEDIUM,MEDIUM
1,1,3,9500,1,1,135.0,1,38,19,8,8,126.3,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.445555555555554,0,15.5,2.8,-4.06,Graduate,15-19,Q3,Q3,HIGH,28.5,0,0,1,0,1,Q3,15-19,HIGH,1.0,1.0,1.1428571428571428,1.125,1.0,12.540962962962961,1.1428571428571428,1.125,0,0.0,-0.2044444444444462,15,15,1.0,1.0,1.1428571428571428,1.125,1.0,12.540962962962961,Daytime,MEDIUM,LOW
1,51,1,9991,0,42,110.0,1,19,37,5,9,128.2,0,0,0,0,0,0,22,0,7,12,12,7,11.0,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout,20-24,Q3,Q1,HIGH,28.0,1,1,0,1,1,Q3,20-24,HIGH,0.5833333333333334,1.0,1.0,1.0,0.7058823529411765,10.833333333333334,1.0,1.0,0,0.7058823529411765,-0.40000000000000036,12,17,0.5833333333333334,1.0,1.0,1.0,0.7058823529411765,10.833333333333334,Evening,MEDIUM,MEDIUM
1,17,4,9085,1,1,138.0,1,19,36,90,7,134.9,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.666666666666666,0,7.6,2.6,0.32,Graduate,20-24,Q4,Q3,MEDIUM,27.5,1,0,1,0,1,Q4,20-24,MEDIUM,0.8,1.0,1.4,1.8,0.9,12.54814814814815,1.4,1.8,0,0.0,0.2666666666666657,9,10,0.8,1.0,1.4,1.8,0.9,12.54814814814815,Daytime,LOW,MEDIUM
1,44,1,9003,1,39,140.0,1,38,38,6,6,140.0,0,0,0,1,0,0,19,0,0,6,7,6,12.0,0,0,6,7,6,12.666666666666666,0,12.4,0.5,1.79,Graduate,15-19,Q4,Q3,MEDIUM,38.0,0,1,1,0,1,Q4,15-19,MEDIUM,1.0,1.0,1.1666666666666667,1.1666666666666667,1.0,12.333333333333334,1.1666666666666667,1.1666666666666667,0,0.0,0.6666666666666661,12,12,1.0,1.0,1.1666666666666667,1.1666666666666667,1.0,12.333333333333334,Daytime,LOW,LOW
1,1,5,9500,1,1,126.0,1,1,19,6,7,115.5,1,0,0,1,0,1,19,0,0,7,8,7,12.135714285714286,0,0,8,10,7,13.328571428571427,0,12.4,0.5,1.79,Graduate,15-19,Q1,Q2,LOW,10.0,0,0,1,0,1,Q1,15-19,LOW,1.0,0.875,1.1428571428571428,1.25,0.9333333333333333,12.732142857142858,1.1428571428571428,1.25,0,0.0,1.1928571428571413,14,15,1.0,0.875,1.1428571428571428,1.25,0.9333333333333333,12.732142857142858,Daytime,HIGH,LOW
1,1,2,9500,1,1,113.0,1,38,19,9,7,106.7,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled,20-24,Q1,Q1,LOW,28.5,1,0,1,0,1,Q1,20-24,LOW,0.7142857142857143,0.8571428571428571,1.4285714285714286,1.1428571428571428,0.7857142857142857,12.554545454545455,1.4285714285714286,1.1428571428571428,0,0.0,-0.11999999999999922,11,14,0.7142857142857143,0.8571428571428571,1.4285714285714286,1.1428571428571428,0.7857142857142857,12.554545454545455,Daytime,HIGH,MEDIUM
1,39,1,9991,0,1,120.0,1,38,38,3,3,140.0,0,0,0,1,0,0,25,0,0,5,11,3,10.666666666666666,0,0,5,11,3,11.333333333333334,0,15.5,2.8,-4.06,Enrolled,25-29,Q4,Q1,MEDIUM,38.0,1,1,0,0,1,Q4,25-29,MEDIUM,0.6,0.6,2.2,2.2,0.6,11.0,2.2,2.2,0,0.0,0.6666666666666679,6,10,0.6,0.6,2.2,2.2,0.6,11.0,Evening,LOW,HIGH
1,1,1,9500,1,1,145.0,1,19,19,9,7,136.6,0,0,0,1,0,1,19,0,0,7,12,6,13.766666666666666,0,0,8,10,7,14.051428571428572,0,15.5,2.8,-4.06,Graduate,15-19,Q4,Q4,LOW,19.0,0,1,1,0,1,Q4,15-19,LOW,0.8571428571428571,0.875,1.7142857142857142,1.25,0.8666666666666667,13.919999999999998,1.7142857142857142,1.25,0,0.0,0.2847619047619059,13,15,0.8571428571428571,0.875,1.7142857142857142,1.25,0.8666666666666667,13.919999999999998,Daytime,LOW,MEDIUM
1,18,1,9500,1,1,124.0,1,38,37,9,7,119.3,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate,15-19,Q2,Q1,MEDIUM,37.5,0,1,1,0,1,Q2,15-19,MEDIUM,1.0,1.0,1.0,1.0,1.0,13.11625,1.0,1.0,0,0.0,0.0,16,16,1.0,1.0,1.0,1.0,1.0,13.11625,Daytime,HIGH,LOW
1,1,1,9070,1,1,160.0,1,3,38,1,9,152.0,1,0,0,0,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,15-19,Q4,Q4,HIGH,20.5,0,1,1,0,1,Q4,15-19,HIGH,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,Daytime,LOW,HIGH
1,1,1,9500,1,1,138.0,1,38,19,9,5,144.3,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.571428571428571,0,13.9,-0.3,0.79,Graduate,20-24,Q4,Q3,MEDIUM,28.5,1,1,1,0,1,Q4,20-24,MEDIUM,0.8571428571428571,0.875,1.2857142857142858,1.0,0.8666666666666667,13.169230769230769,1.2857142857142858,1.0,0,0.0,0.8714285714285719,13,15,0.8571428571428571,0.875,1.2857142857142858,1.0,0.8666666666666667,13.169230769230769,Daytime,LOW,MEDIUM
1,39,2,9556,1,1,130.0,1,37,37,9,9,159.0,1,0,0,1,0,0,25,0,0,7,11,7,11.857142857142858,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled,25-29,Q4,Q2,MEDIUM,37.0,1,0,1,0,1,Q4,25-29,MEDIUM,1.0,0.625,1.5714285714285714,2.625,0.8,11.791666666666666,1.5714285714285714,2.625,0,0.0,-0.15714285714285836,12,15,1.0,0.625,1.5714285714285714,2.625,0.8,11.791666666666666,Daytime,LOW,MEDIUM
1,17,1,9500,1,1,127.0,1,19,38,5,9,129.5,1,0,0,1,0,1,20,0,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate,20-24,Q3,Q2,LOW,28.5,1,1,1,0,1,Q3,20-24,LOW,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,12.333333333333334,1.0,1.0,0,0.0,0.0,12,14,0.8571428571428571,0.8571428571428571,1.0,1.0,0.8571428571428571,12.333333333333334,Daytime,MEDIUM,MEDIUM
1,39,1,9238,1,1,170.0,1,38,19,9,9,140.0,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled,20-24,Q4,Q4,MEDIUM,28.5,1,1,1,0,1,Q4,20-24,MEDIUM,0.6666666666666666,0.8333333333333334,1.5,1.6666666666666667,0.75,16.11111111111111,1.5,1.6666666666666667,0,0.0,0.6499999999999986,9,12,0.6666666666666666,0.8333333333333334,1.5,1.6666666666666667,0.75,16.11111111111111,Daytime,LOW,MEDIUM
1,1,3,9670,1,1,111.0,1,1,1,5,5,105.4,0,0,0,1,0,0,20,0,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate,20-24,Q1,Q1,MEDIUM,1.0,1,0,1,0,1,Q1,20-24,MEDIUM,1.0,1.0,1.2,1.2,1.0,13.26666666666667,1.2,1.2,0,0.0,-0.13333333333333464,10,10,1.0,1.0,1.2,1.2,1.0,13.26666666666667,Daytime,HIGH,LOW
1,42,1,9500,1,1,100.0,1,1,19,4,8,136.0,1,0,0,1,0,0,21,0,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate,20-24,Q4,Q1,MEDIUM,10.0,1,1,1,0,1,Q4,20-24,MEDIUM,1.0,1.0,1.2857142857142858,1.0,1.0,13.895925925925924,1.2857142857142858,1.0,0,0.6,-0.8618055555555539,15,15,1.0,1.0,1.2857142857142858,1.0,1.0,13.895925925925924,Daytime,LOW,LOW
1,44,1,9003,1,39,160.0,1,37,38,9,9,160.0,0,0,1,1,0,1,19,0,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate,15-19,Q4,Q4,HIGH,37.5,0,1,1,0,1,Q4,15-19,HIGH,1.0,0.8333333333333334,1.3333333333333333,1.8333333333333333,0.9166666666666666,13.0,1.3333333333333333,1.8333333333333333,0,0.0,0.0,11,12,1.0,0.8333333333333334,1.3333333333333333,1.8333333333333333,0.9166666666666666,13.0,Daytime,LOW,MEDIUM
1,1,1,9773,1,1,152.0,1,38,37,9,9,139.1,0,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate,15-19,Q4,Q4,LOW,37.5,0,1,1,0,1,Q4,15-19,LOW,1.0,1.0,1.0,1.0,1.0,13.166666666666666,1.0,1.0,0,0.0,0.6666666666666661,12,12,1.0,1.0,1.0,1.0,1.0,13.166666666666666,Daytime,LOW,LOW
1,1,2,9670,1,1,144.0,1,37,38,9,9,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate,20-24,Q3,Q4,LOW,37.5,1,0,1,0,1,Q3,20-24,LOW,1.0,0.8,1.0,1.0,0.9,13.11111111111111,1.0,1.0,0,0.0,-0.1999999999999993,9,10,1.0,0.8,1.0,1.0,0.9,13.11111111111111,Daytime,MEDIUM,MEDIUM
1,39,1,9500,1,3,133.8,1,3,37,2,10,184.0,0,0,0,1,0,0,28,0,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,Graduate,25-29,Q4,Q3,MEDIUM,20.0,1,1,1,1,1,Q4,25-29,MEDIUM,1.0,1.0,1.2857142857142858,1.125,1.0,16.779777777777777,1.2857142857142858,1.125,0,0.06666666666666667,-0.423333333333332,15,15,1.0,1.0,1.2857142857142858,1.125,1.0,16.779777777777777,Daytime,LOW,LOW
1,1,1,9238,1,1,125.0,1,37,38,9,9,125.0,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate,15-19,Q2,Q1,HIGH,37.5,0,1,1,0,1,Q2,15-19,HIGH,0.8333333333333334,0.8333333333333334,1.3333333333333333,1.3333333333333333,0.8333333333333334,10.8,1.3333333333333333,1.3333333333333333,0,0.0,0.40000000000000036,10,12,0.8333333333333334,0.8333333333333334,1.3333333333333333,1.3333333333333333,0.8333333333333334,10.8,Daytime,MEDIUM,MEDIUM
1,1,1,9147,1,1,150.0,1,37,37,9,6,138.5,0,0,0,1,0,1,18,0,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate,15-19,Q4,Q4,LOW,37.0,0,1,1,0,1,Q4,15-19,LOW,1.0,1.0,1.0,1.2,1.0,13.8,1.0,1.2,0,0.0,-0.40000000000000036,10,10,1.0,1.0,1.0,1.2,1.0,13.8,Daytime,LOW,LOW
5,17,5,9500,1,1,143.0,1,37,38,5,8,133.5,1,0,0,1,0,1,18,0,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,Graduate,15-19,Q3,Q4,LOW,37.5,0,0,1,0,1,Q3,15-19,LOW,0.875,0.875,1.0,1.0,0.875,12.114285714285714,1.0,1.0,0,0.0,0.0,14,16,0.875,0.875,1.0,1.0,0.875,12.114285714285714,Daytime,LOW,MEDIUM
1,1,3,9500,1,1,145.0,1,19,37,7,7,141.5,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate,15-19,Q4,Q4,LOW,28.0,0,0,1,0,1,Q4,15-19,LOW,1.0,1.0,1.0,1.0,1.0,13.05875,1.0,1.0,0,0.0,0.0,16,16,1.0,1.0,1.0,1.0,1.0,13.05875,Daytime,LOW,LOW
1,42,1,9500,1,1,120.0,1,1,2,9,3,130.0,1,0,0,1,0,0,22,0,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,Graduate,20-24,Q3,Q1,MEDIUM,1.5,1,1,1,0,1,Q3,20-24,MEDIUM,0.875,0.875,1.0,1.0,0.875,13.285714285714286,1.0,1.0,0,0.5,0.0,14,16,0.875,0.875,1.0,1.0,0.875,13.285714285714286,Daytime,MEDIUM,MEDIUM
